TemplateVersion,Header_AssetClass,Header_InstrumentType,Header_UseCase,Header_Level,Identifier_UPI,Identifier_Status,Identifier_StatusReason,Identifier_LastUpdateDateTime,Derived_ClassificationType,Derived_ShortName,Derived_UnderlierName,Derived_UnderlyingAssetType,Derived_ReturnorPayoutTrigger,Derived_CFIDeliveryType,Attributes_NotionalCurrency,Attributes_OtherNotionalCurrency,Attributes_DeliveryType,Derived_DeliveryType,Attributes_SettlementCurrency,Derived_ValuationMethodorTrigger,Derived_CFIOptionStyleandType,Attributes_OptionType,Attributes_OptionExerciseStyle,Attributes_UnderlyingAssetType,Attributes_ReturnorPayoutTrigger,Attributes_PlaceofSettlement,Attributes_ValuationMethodorTrigger
1,Foreign_Exchange,Option,NDO,UPI,QZ4R2RNTT343,New,,2023-11-06T22:51:34,HFTDVC,NA/O NDO Put BRL MXN,BRL MXN,Spot,,Cash,BRL,MXN,,CASH,BRL,,European-Put,PUTO,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZK4BZ0KT9GD,New,,2023-11-07T02:45:22,HFTAVC,NA/O NDO Call BRL JPY,BRL JPY,Spot,,Cash,BRL,JPY,,CASH,JPY,,European-Call,CALL,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZ22HTCZB33G,New,,2023-11-07T04:17:13,HFTDVC,NA/O NDO Put JPY PHP,JPY PHP,Spot,,Cash,JPY,PHP,,CASH,JPY,,European-Put,PUTO,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZN4MVJC45P0,New,,2023-11-07T04:17:16,HFTAVC,NA/O NDO Call IDR JPY,IDR JPY,Spot,,Cash,IDR,JPY,,CASH,JPY,,European-Call,CALL,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZ592QP1QM5R,New,,2023-11-07T04:17:17,HFTAVC,NA/O NDO Call INR JPY,INR JPY,Spot,,Cash,INR,JPY,,CASH,JPY,,European-Call,CALL,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZZ8FSJ8C7TQ,New,,2023-11-07T04:29:33,HFTAVC,NA/O NDO Call EUR KRW,EUR KRW,Spot,,Cash,EUR,KRW,,CASH,EUR,,European-Call,CALL,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZH85QNW0JQW,New,,2023-11-07T04:30:14,HFTAVC,NA/O NDO Call JPY KRW,JPY KRW,Spot,,Cash,JPY,KRW,,CASH,JPY,,European-Call,CALL,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZ75PGDLS2ZM,New,,2023-11-07T04:30:15,HFTDVC,NA/O NDO Put JPY KRW,JPY KRW,Spot,,Cash,JPY,KRW,,CASH,JPY,,European-Put,PUTO,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZ21J5TRTPPV,New,,2023-11-07T07:14:36,HFTAVC,NA/O NDO Call TWD USD,TWD USD,Spot,,Cash,TWD,USD,,CASH,XXX,,European-Call,CALL,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZMCGR7P1H5H,New,,2023-11-07T09:05:56,HFTDVC,NA/O NDO Put IDR SGD,IDR SGD,Spot,,Cash,IDR,SGD,,CASH,SGD,,European-Put,PUTO,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZJ492D17QNH,New,,2023-11-07T09:47:18,HFTAVC,NA/O NDO Call EUR PLN,EUR PLN,Spot,,Cash,EUR,PLN,,CASH,EUR,,European-Call,CALL,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZZBL7GGM34X,New,,2023-11-07T12:54:05,HFTDVC,NA/O NDO Put EUR USD,EUR USD,Spot,,Cash,EUR,USD,,CASH,EUR,,European-Put,PUTO,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZ713BGNTJ2V,New,,2023-11-07T13:12:02,HFTDVC,NA/O NDO Put BRL MXN,BRL MXN,Spot,,Cash,BRL,MXN,,CASH,MXN,,European-Put,PUTO,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZFHBHC5NZF1,New,,2023-11-07T13:25:17,HFTAVC,NA/O NDO Call JPY PEN,JPY PEN,Spot,,Cash,JPY,PEN,,CASH,JPY,,European-Call,CALL,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZLJ4895188L,New,,2023-11-07T13:28:25,HFTAVC,NA/O NDO Call CNY INR,CNY INR,Spot,,Cash,CNY,INR,,CASH,CNY,,European-Call,CALL,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZMV08Z3FMN4,New,,2023-11-07T14:41:07,HFTAVC,NA/O NDO Call EUR GBP,EUR GBP,Spot,,Cash,EUR,GBP,,CASH,EUR,,European-Call,CALL,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZCJPG2VLK76,New,,2023-11-07T15:25:47,HFTDVC,NA/O NDO Put RUB USD,RUB USD,Spot,,Cash,RUB,USD,,CASH,USD,,European-Put,PUTO,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZ37LHGVZW03,New,,2023-11-07T15:51:40,HFTDVC,NA/O NDO Put EUR GBP,EUR GBP,Spot,,Cash,EUR,GBP,,CASH,XXX,,European-Put,PUTO,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZW6NT2NNMKK,New,,2023-11-07T16:13:21,HFTAVC,NA/O NDO Call NGN USD,NGN USD,Spot,,Cash,NGN,USD,,CASH,USD,,European-Call,CALL,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZ375573MH32,New,,2023-11-07T16:13:22,HFTDVC,NA/O NDO Put NGN USD,NGN USD,Spot,,Cash,NGN,USD,,CASH,USD,,European-Put,PUTO,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZNC9NLZDTRT,New,,2023-11-07T16:25:26,HFTDVC,NA/O NDO Put GBP USD,GBP USD,Spot,,Cash,GBP,USD,,CASH,USD,,European-Put,PUTO,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZ9G7STK1S1L,New,,2023-11-07T17:00:59,HFTAVC,NA/O NDO Call BRL MXN,BRL MXN,Spot,,Cash,BRL,MXN,,CASH,MXN,,European-Call,CALL,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZTV7TF7925Q,New,,2023-11-07T17:01:12,HFTDVC,NA/O NDO Put COP USD,COP USD,Spot,,Cash,COP,USD,,CASH,USD,,European-Put,PUTO,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZXQNX7JR96J,New,,2023-11-07T17:14:24,HFTAVC,NA/O NDO Call BRL USD,BRL USD,Spot,,Cash,BRL,USD,,CASH,BRL,,European-Call,CALL,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZ5VWF3F9GDQ,New,,2023-11-07T17:14:24,HFTDVC,NA/O NDO Put BRL USD,BRL USD,Spot,,Cash,BRL,USD,,CASH,BRL,,European-Put,PUTO,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZCM4QDRBCR6,New,,2023-11-07T17:26:01,HFTAVC,NA/O NDO Call EUR USD,EUR USD,Spot,,Cash,EUR,USD,,CASH,EUR,,European-Call,CALL,EURO,,,,Vanilla
