config,panel,trades,total_bp,avg_bp,hit_rate,sr_per_trade,t_stat,max_dd_bp,span_days,trades_per_year
grid|SR3 r3|retail sales|m5|h120|fade,grid,71,-11.499999999999488,-0.16197183098590828,0.4647887323943662,-0.07013078927202732,-0.590932534117172,-30.500000000000682,2708.9583333333335,9.57296008613397
grid|SR3 r3|retail sales|m5|h120|momentum,grid,71,11.499999999999488,0.16197183098590828,0.4225352112676056,0.07013078927202732,0.590932534117172,-18.50000000000165,2708.9583333333335,9.57296008613397
grid|SR3 r3|retail sales|m5|h240|fade,grid,70,-16.000000000005343,-0.2285714285715049,0.4714285714285714,-0.07607767713137513,-0.6365115136738715,-38.00000000000523,2708.9583333333335,9.438129662385602
grid|SR3 r3|retail sales|m5|h240|momentum,grid,70,16.000000000005343,0.2285714285715049,0.44285714285714284,0.07607767713137513,0.6365115136738715,-19.999999999998863,2708.9583333333335,9.438129662385602
grid|SR3 r3|PCE|m1|h15|fade,grid,61,6.999999999995055,0.11475409836057467,0.47540983606557374,0.06145629766842532,0.4799890289472417,-18.000000000004945,2707.9583333333335,8.227693065193641
grid|SR3 r3|PCE|m1|h15|momentum,grid,61,-6.999999999995055,-0.11475409836057467,0.36065573770491804,-0.06145629766842532,-0.4799890289472417,-25.0,2707.9583333333335,8.227693065193641
grid|SR3 r3|PCE|m1|h30|fade,grid,61,6.999999999999318,0.11475409836064455,0.45901639344262296,0.05777603166468471,0.4512452325842763,-23.499999999999943,2707.9583333333335,8.227693065193641
grid|SR3 r3|PCE|m1|h30|momentum,grid,61,-6.999999999999318,-0.11475409836064455,0.36065573770491804,-0.05777603166468471,-0.4512452325842763,-29.999999999999716,2707.9583333333335,8.227693065193641
grid|SR3 r3|PCE|m1|h60|fade,grid,61,23.4999999999971,0.38524590163929673,0.5901639344262295,0.16522427569241951,1.2904428456786312,-16.00000000000108,2707.9583333333335,8.227693065193641
grid|SR3 r3|PCE|m1|h60|momentum,grid,61,-23.4999999999971,-0.38524590163929673,0.3442622950819672,-0.16522427569241951,-1.2904428456786312,-33.00000000000125,2707.9583333333335,8.227693065193641
grid|SR3 r3|PCE|m1|h120|fade,grid,61,27.499999999997726,0.4508196721311103,0.5245901639344263,0.1638257038791913,1.2795196506276334,-20.49999999999983,2707.9583333333335,8.227693065193641
grid|SR3 r3|PCE|m1|h120|momentum,grid,61,-27.499999999997726,-0.4508196721311103,0.32786885245901637,-0.1638257038791913,-1.2795196506276334,-43.99999999999977,2707.9583333333335,8.227693065193641
grid|SR3 r3|PCE|m1|h240|fade,grid,60,21.999999999997044,0.3666666666666174,0.55,0.11715438925154292,0.9074739970126539,-18.999999999999773,2707.9583333333335,8.09281285101014
grid|SR3 r3|PCE|m1|h240|momentum,grid,60,-21.999999999997044,-0.3666666666666174,0.38333333333333336,-0.11715438925154292,-0.9074739970126539,-37.5,2707.9583333333335,8.09281285101014
grid|SR3 r3|PCE|m5|h15|fade,grid,59,5.000000000002558,0.08474576271190776,0.4067796610169492,0.08580544127667611,0.6590841004063301,-6.499999999999773,2707.9583333333335,7.957932636826637
grid|SR3 r3|PCE|m5|h15|momentum,grid,59,-5.000000000002558,-0.08474576271190776,0.2711864406779661,-0.08580544127667611,-0.6590841004063301,-8.500000000003638,2707.9583333333335,7.957932636826637
grid|SR3 r3|PCE|m5|h30|fade,grid,60,-0.9999999999990905,-0.01666666666665151,0.48333333333333334,-0.012739427288804756,-0.09867917945952225,-16.499999999997783,2707.9583333333335,8.09281285101014
