Dissemination Identifier,Original Dissemination Identifier,Action type,Event type,Event timestamp,Amendment indicator,Asset Class,Product name,Cleared,Mandatory clearing indicator,Execution Timestamp,Effective Date,Expiration Date,Maturity date of the underlier,Non-standardized term indicator,Platform identifier,Prime brokerage transaction indicator,Block trade election indicator,Large notional off-facility swap election indicator,Notional amount-Leg 1,Notional amount-Leg 2,Notional currency-Leg 1,Notional currency-Leg 2,Notional quantity-Leg 1,Notional quantity-Leg 2,Total notional quantity-Leg 1,Total notional quantity-Leg 2,Quantity frequency multiplier-Leg 1,Quantity frequency multiplier-Leg 2,Quantity unit of measure-Leg 1,Quantity unit of measure-Leg 2,Quantity frequency-Leg 1,Quantity frequency-Leg 2,Notional amount in effect on associated effective date-Leg 1,Notional amount in effect on associated effective date-Leg 2,Effective date of the notional amount-Leg 1,Effective date of the notional amount-Leg 2,End date of the notional amount-Leg 1,End date of the notional amount-Leg 2,Call amount,Call currency,Put amount,Put currency,Exchange rate,Exchange rate basis,First exercise date,Fixed rate-Leg 1,Fixed rate-Leg 2,Option Premium Amount,Option Premium Currency,Price,Price unit of measure,Spread-Leg 1,Spread-Leg 2,Spread currency-Leg 1,Spread currency-Leg 2,Strike Price,Strike price currency/currency pair,Post-priced swap indicator,Price currency,Price notation,Spread notation-Leg 1,Spread notation-Leg 2,Strike price notation,Fixed rate day count convention-leg 1,Fixed rate day count convention-leg 2,Floating rate day count convention-leg 1,Floating rate day count convention-leg 2,Floating rate reset frequency period-leg 1,Floating rate reset frequency period-leg 2,Floating rate reset frequency period multiplier-leg 1,Floating rate reset frequency period multiplier-leg 2,Other payment amount,Fixed rate payment frequency period-Leg 1,Floating rate payment frequency period-Leg 1,Fixed rate payment frequency period-Leg 2,Floating rate payment frequency period-Leg 2,Fixed rate payment frequency period multiplier-Leg 1,Floating rate payment frequency period multiplier-Leg 1,Fixed rate payment frequency period multiplier-Leg 2,Floating rate payment frequency period multiplier-Leg 2,Other payment type,Other payment currency,Settlement currency-Leg 1,Settlement currency-Leg 2,Settlement location,Collateralisation category,Custom basket indicator,Index factor,Underlier ID-Leg 1,Underlier ID-Leg 2,Underlier ID source-Leg 1,Underlying Asset Name,Underlying asset subtype or underlying contract subtype-Leg 1,Underlying asset subtype or underlying contract subtype-Leg 2,Embedded Option type,Option Type,Option Style,Package indicator,Package transaction price,Package transaction price currency,Package transaction price notation,Package transaction spread,Package transaction spread currency,Package transaction spread notation,Physical delivery location-Leg 1,Delivery Type,Unique Product Identifier,UPI FISN,UPI Underlier Name
1930381012000000101,,NEWT,TRAD,2026-02-02 12:28:53+00:00,,CR,,I,True,2026-02-02 12:28:53+00:00,2026-02-03,2030-12-20,,False,BBSF,False,True,,"200,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.004943,,,,,,False,,,3.0,,,A004,,,,,,,,4739563.91000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1930391007000000201,,NEWT,TRAD,2026-02-02 12:29:47+00:00,,CR,,I,True,2026-02-02 12:29:47+00:00,2026-02-03,2030-12-20,,,TWSF,False,True,,"250,000,000+",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.00494,,,,,,False,,,3.0,,,A004,,,,,,,,5927875.62261,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1930399196000000301,,NEWT,TRAD,2026-02-02 12:30:27+00:00,,CR,,I,True,2026-02-02 12:30:27+00:00,2026-02-03,2030-12-20,,,TWSF,False,True,,"76,000,000+",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.010839,,,,,,False,,,3.0,,,A004,,,,,,,,6761987.30906,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1930413377000000101,,NEWT,TRAD,2026-02-02 12:31:38+00:00,,CR,,I,True,2026-02-02 12:31:38+00:00,2026-02-03,2030-12-20,,,TWSF,False,False,,"570,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.0049388,,,,,,False,,,3.0,,,A004,,,,,,,,13518.63035,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1930420975000000101,,NEWT,TRAD,2026-02-02 12:31:51+00:00,,CR,,I,True,2026-02-02 12:31:51+00:00,2026-02-03,2030-12-20,,False,BBSF,False,True,,"250,000,000+",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.004938,,,,,,False,,,3.0,,,A004,,,,,,,,5930128.83000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1930442042000000101,,NEWT,TRAD,2026-02-02 12:34:06+00:00,,CR,,I,True,2026-02-02 12:34:06+00:00,2026-02-03,2030-12-20,,,TWSF,False,False,,"44,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.0049343,,,,,,False,,,3.0,,,A004,,,,,,,,1044441.67000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1930442044000000301,,NEWT,TRAD,2026-02-02 12:34:09+00:00,,CR,,I,True,2026-02-02 12:34:09+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"12,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.0049343,,,,,,False,,,3.0,,,A004,,,,,,,,284847.73000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1930442045000000401,,NEWT,TRAD,2026-02-02 12:34:15+00:00,,CR,,I,False,2026-02-02 12:34:15+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"15,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.009883,,,,,,False,,,3.0,,,A004,,,,,,,,157583.33000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZ1VHXZP8T9T,NA/CDS Corp Idx,CDX.EM
1930449129000000101,,NEWT,TRAD,2026-02-02 12:34:25+00:00,,CR,,I,True,2026-02-02 12:34:25+00:00,2026-02-03,2030-12-20,,,TWSF,False,False,,"11,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01083975,,,,,,False,,,3.0,,,A004,,,,,,,,979525.25000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1930497848000000101,,NEWT,TRAD,2026-02-02 12:39:52+00:00,,CR,,I,False,2026-02-02 12:39:52+00:00,2026-02-03,2030-12-20,,,TWSF,False,False,,"10,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.009882,,,,,,False,,,3.0,,,A004,,,,,,,,106055.56000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZ1VHXZP8T9T,NA/CDS Corp Idx,CDX.EM
1930524493000000101,,NEWT,TRAD,2026-02-02 12:43:08+00:00,,CR,,I,False,2026-02-02 12:43:08+00:00,2026-02-03,2030-12-20,,,TWSF,False,False,,"20,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01084011,,,,,,False,,,3.0,,,A004,,,,,,,,1781669.78000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1930530631000000101,,NEWT,TRAD,2026-02-02 12:43:58+00:00,,CR,,I,True,2026-02-02 12:43:58+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"30,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01083982,,,,,,False,,,3.0,,,A004,,,,,,,,2671640.40000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1930541870000000101,,NEWT,TRAD,2026-02-02 12:44:52+00:00,,CR,,I,True,2026-02-02 12:44:52+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"10,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01083975,,,,,,False,,,3.0,,,A004,,,,,,,,890477.50000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1930553444000000201,,NEWT,TRAD,2026-02-02 12:47:06+00:00,,CR,,I,True,2026-02-02 12:47:06+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"13,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.0108404,,,,,,False,,,3.0,,,A004,,,,,,,,1158457.30000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1930556154000000101,,NEWT,TRAD,2026-02-02 12:47:23+00:00,,CR,,I,True,2026-02-02 12:47:23+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"25,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01084025,,,,,,False,,,3.0,,,A004,,,,,,,,2227431.25000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1930556155000000201,,NEWT,TRAD,2026-02-02 12:47:28+00:00,,CR,,I,True,2026-02-02 12:47:28+00:00,2026-02-03,2030-12-20,,,TWSF,False,False,,"100,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.00493,,,,,,False,,,3.0,,,A004,,,,,,,,2375683.04000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1930569427000000101,,NEWT,TRAD,2026-02-02 12:49:24+00:00,,CR,,I,True,2026-02-02 12:49:24+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"10,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.0108395,,,,,,False,,,3.0,,,A004,,,,,,,,890230.00000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,True,,,,0.0055,,3.0,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1930569428000000201,,NEWT,TRAD,2026-02-02 12:49:31+00:00,,CR,,I,True,2026-02-02 12:49:31+00:00,2026-02-03,2030-12-20,,False,BBSF,False,True,,"50,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01083975,,,,,,False,,,3.0,,,A004,,,,,,,,4452387.50000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1930574229000000201,,NEWT,TRAD,2026-02-02 12:50:28+00:00,,CR,,I,False,2026-02-02 12:50:28+00:00,2026-02-03,2030-12-20,,,TWSF,False,False,,"25,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01083875,,,,,,False,,,3.0,,,A004,,,,,,,,2223718.75000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1930577121000000101,,NEWT,TRAD,2026-02-02 12:50:29+00:00,,CR,,I,True,2026-02-02 12:50:29+00:00,2026-02-03,2030-12-20,,,TWSF,False,True,,"50,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.010839,,,,,,False,,,3.0,,,A004,,,,,,,,4448675.00000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1930579893000000101,,NEWT,TRAD,2026-02-02 12:51:02+00:00,,CR,,I,True,2026-02-02 12:51:02+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"100,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.004935,,,,,,False,,,3.0,,,A004,,,,,,,,2373413.32000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1930579894000000201,,NEWT,TRAD,2026-02-02 12:51:17+00:00,,CR,,I,True,2026-02-02 12:51:17+00:00,2026-02-03,2030-12-20,,False,BBSF,False,True,,"250,000,000+",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.004936,,,,,,False,,,3.0,,,A004,,,,,,,,5932398.47000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1930583483000000101,,NEWT,TRAD,2026-02-02 12:51:30+00:00,,CR,,I,True,2026-02-02 12:51:30+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"25,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01083775,,,,,,False,,,3.0,,,A004,,,,,,,,2221243.75000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1930588536000000101,,NEWT,TRAD,2026-02-02 12:52:22+00:00,,CR,,I,True,2026-02-02 12:52:22+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"10,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01083776,,,,,,False,,,3.0,,,A004,,,,,,,,888507.40000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1930603037000000101,,NEWT,TRAD,2026-02-02 12:54:49+00:00,,CR,,I,False,2026-02-02 12:54:49+00:00,2026-02-03,2030-12-20,,,TWSF,False,False,,"15,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01083666,,,,,,False,,,3.0,,,A004,,,,,,,,1331127.60000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1930614803000000101,,NEWT,TRAD,2026-02-02 12:56:39+00:00,,CR,,I,True,2026-02-02 12:56:39+00:00,2026-02-03,2030-12-20,,,TWSF,False,False,,"45,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.0049311,,,,,,False,,,3.0,,,A004,,,,,,,,1068832.66000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1930617673000000101,,NEWT,TRAD,2026-02-02 12:57:32+00:00,,CR,,I,True,2026-02-02 12:57:32+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"4,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01083837,,,,,,False,,,3.0,,,A004,,,,,,,,355644.52000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1930651338000000101,,NEWT,TRAD,2026-02-02 13:02:37+00:00,,CR,,I,True,2026-02-02 13:02:37+00:00,2026-02-03,2030-12-20,,False,BBSF,False,True,,"50,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01083675,,,,,,False,,,3.0,,,A004,,,,,,,,4437537.50000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1930677346000000201,,NEWT,TRAD,2026-02-02 13:06:52+00:00,,CR,,I,False,2026-02-02 13:06:52+00:00,2025-09-22,2030-12-20,,False,BILT,False,False,True,"50,000,000+",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,False,,,,,,A004,,,,,,,,,MNTH,,,,3.0,,,,,,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZ1VHXZP8T9T,NA/CDS Corp Idx,CDX.EM
1930684087000000101,,NEWT,TRAD,2026-02-02 13:07:53+00:00,,CR,,I,True,2026-02-02 13:07:53+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"30,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.010837,,,,,,False,,,3.0,,,A004,,,,,,,,2663265.00000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1930686571000000201,,NEWT,TRAD,2026-02-02 13:08:31+00:00,,CR,,I,True,2026-02-02 13:08:31+00:00,2026-02-03,2030-12-20,,,TWSF,False,False,,"43,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.0049325,,,,,,False,,,3.0,,,A004,,,,,,,,1021056.38256,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1930711270000000101,,NEWT,TRAD,2026-02-02 13:09:40+00:00,,CR,,I,True,2026-02-02 13:09:40+00:00,2026-02-03,2030-12-20,,False,BILT,False,False,False,"2,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,False,,,,,,A004,,,,,,,,47468.29869,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZVQHD9JW1ZN,NA/CDS Corp Idx,CDX.NA.IG
1930697281000000101,,NEWT,TRAD,2026-02-02 13:09:58+00:00,,CR,,I,True,2026-02-02 13:09:58+00:00,2026-02-03,2030-12-20,,,TWSF,False,True,,"73,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.010838,,,,,,False,,,3.0,,,A004,,,,,,,,6487815.83449,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1930700927000000101,,NEWT,TRAD,2026-02-02 13:10:27+00:00,,CR,,I,False,2026-02-02 13:06:52+00:00,2025-09-22,2030-12-20,,False,BILT,False,False,True,"50,000,000+",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,False,,,,,,A004,,,,,,,,,MNTH,,,,3.0,,,,,,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZ1VHXZP8T9T,NA/CDS Corp Idx,CDX.EM
1930705892000000201,,NEWT,TRAD,2026-02-02 13:11:15+00:00,,CR,,I,True,2026-02-02 13:11:15+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"30,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.0108376,,,,,,False,,,3.0,,,A004,,,,,,,,2665047.00000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1930720217000000201,,NEWT,TRAD,2026-02-02 13:12:23+00:00,,CR,,I,True,2026-02-02 13:12:23+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"10,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.0049297,,,,,,False,,,3.0,,,A004,,,,,,,,237581.92000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1930745799000000301,,NEWT,TRAD,2026-02-02 13:15:26+00:00,,CR,,I,True,2026-02-02 13:15:26+00:00,2026-02-03,2030-12-20,,False,BBSF,False,True,,"74,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.010838,,,,,,False,,,3.0,,,A004,,,,,,,,6576712.82225,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,True,,,,-2.28e-05,,3.0,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1930745798000000201,,NEWT,TRAD,2026-02-02 13:15:26+00:00,,CR,,I,True,2026-02-02 13:15:26+00:00,2026-02-03,2030-06-20,,False,BBSF,False,True,,"76,000,000+",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.0108608,,,,,,False,,,3.0,,,A004,,,,,,,,6926009.20000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,True,,,,-2.28e-05,,3.0,,,QZT90PJ0KNSB,NA/CDS Corp Idx,CDX.NA.HY
1930750357000000401,,NEWT,TRAD,2026-02-02 13:15:56+00:00,,CR,,I,True,2026-02-02 13:15:56+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"20,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.004931,,,,,,False,,,3.0,,,A004,,,,,,,,475045.82000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1930760402000000201,1474188274000000501,MODI,TRAD,2026-02-02 13:16:59+00:00,False,CR,,N,False,2025-12-17 18:24:04+00:00,2025-12-17,2026-05-01,,True,BILT,False,False,True,"400,000,000","400,000,000",USD,USD,,,,,,,,,,,400000000;390000000,400000000+;398750537,2025-12-17;2026-02-02,2025-12-17;2026-02-02,,,,,,,,,,,,,,,,0.0027,,,,,,False,,,3.0,,,,,A004,A020,MNTH,EXPI,3.0,1.0,,,MNTH,,MNTH,,3.0,,3.0,,,USD,USD,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZFNT9JCBS79,NA/Cr Sw Idx TRtn Corp Cs,
1930760405000000501,,NEWT,TRAD,2026-02-02 13:17:04+00:00,,CR,,I,True,2026-02-02 13:17:04+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"180,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.004934,,,,,,False,,,3.0,,,A004,,,,,,,,4272961.06000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1930770830000000101,,NEWT,TRAD,2026-02-02 13:17:53+00:00,,CR,,I,True,2026-02-02 13:17:53+00:00,2026-02-03,2030-12-20,,False,BBSF,False,True,,"50,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01083725,,,,,,False,,,3.0,,,A004,,,,,,,,4440012.50000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1930770831000000201,,NEWT,TRAD,2026-02-02 13:17:53+00:00,,CR,,I,False,2026-02-02 13:17:53+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"2,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.009883,,,,,,False,,,3.0,,,A004,,,,,,,,21011.11000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZ1VHXZP8T9T,NA/CDS Corp Idx,CDX.EM
1930770832000000301,1912863790000000201,MODI,TRAD,2026-02-02 13:17:56+00:00,True,CR,,N,False,2026-01-30 16:45:26+00:00,2026-02-02,2026-05-01,,True,BILT,False,False,True,"400,000,000+","400,000,000+",USD,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024,,,,,,False,,,3.0,,,,,A004,A020,MNTH,EXPI,1.0,1.0,,,MNTH,,MNTH,,1.0,,1.0,,,USD,USD,,,False,1.0,,,,,,,,,,True,9.9999999999,,3.0,,,,,,QZFNT9JCBS79,NA/Cr Sw Idx TRtn Corp Cs,
1930770833000000401,,NEWT,TRAD,2026-02-02 13:18:21+00:00,,CR,,I,True,2026-02-02 13:18:21+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"100,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.0049322,,,,,,False,,,3.0,,,A004,,,,,,,,2374684.35000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1930778487000000101,1912901494000000201,MODI,TRAD,2026-02-02 13:19:04+00:00,True,CR,,N,False,2026-01-30 16:48:52+00:00,2026-02-02,2026-05-01,,True,BILT,False,False,True,"59,000,000","59,000,000",USD,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024,,,,,,False,,,3.0,,,,,A004,A020,MNTH,EXPI,1.0,1.0,,,MNTH,,MNTH,,1.0,,1.0,,,USD,USD,,,False,1.0,,,,,,,,,,True,9.9999999999,,3.0,,,,,,QZFNT9JCBS79,NA/Cr Sw Idx TRtn Corp Cs,
1930792536000000101,,NEWT,TRAD,2026-02-02 13:20:54+00:00,,CR,,I,True,2026-02-02 13:20:54+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"25,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01083758,,,,,,False,,,3.0,,,A004,,,,,,,,2220823.00000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
1930805605000000201,,NEWT,TRAD,2026-02-02 13:22:44+00:00,,CR,,I,True,2026-02-02 13:22:44+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"130,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.004933,,,,,,False,,,3.0,,,A004,,,,,,,,3086617.56000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
1930809422000000101,,NEWT,TRAD,2026-02-02 13:23:01+00:00,,CR,,I,True,2026-02-02 13:23:01+00:00,2026-02-03,2030-12-20,,False,BBSF,False,False,,"100,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.0049307,,,,,,False,,,3.0,,,A004,,,,,,,,2375365.27000,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
