,variant,mean,se,t,n,n_blocks,lo,hi,n_boot,stars,hit_rate,share_long,share_agreeing,p_sign
80,FED_FUNDS->FED_FUNDS|hl240|unweighted|h30,-0.5108979135618417,0.008948516388984569,-57.09302987819814,2684,94,-0.5272109315334155,-0.4937807572945745,200,***,0.06259314456035768,0.37332339791356184,1.0,1.0097419586828951e-28
81,FED_FUNDS->FED_FUNDS|hl240|unweighted|h60,-0.5276798307475177,0.018102849935927975,-29.148992154006283,1418,94,-0.5593646655071156,-0.49246536248906125,200,***,0.08603667136812412,0.3702397743300423,1.0,1.0097419586828951e-28
82,FED_FUNDS->FED_FUNDS|hl240|unweighted|h240,-0.6257621951218975,0.0644093317371679,-9.71539648440098,328,91,-0.7462566275784503,-0.4805288461538065,200,***,0.14939024390243902,0.3871951219512195,0.9230769230769231,7.116545719844092e-18
83,FED_FUNDS->FED_FUNDS|hl240|unweighted|h1440,-0.4453924914675731,0.11941478763635352,-3.7297934391835903,293,73,-0.655710477457945,-0.1705952096927802,200,***,0.24232081911262798,0.3515358361774744,0.7945205479452054,4.0931991166650604e-07
84,FED_FUNDS->FED_FUNDS|hl1440|expected|h5,-0.49987311576917204,0.0012782000192566902,-391.0758161777079,19703,93,-0.5023607167136073,-0.49700396017994686,200,***,0.023651220626300564,0.2759478252042836,1.0,2.0194839173657902e-28
85,FED_FUNDS->FED_FUNDS|hl1440|expected|h15,-0.5006449165402134,0.003951440694171253,-126.6993370996841,6590,93,-0.5085877429052782,-0.4923731144593224,200,***,0.04704097116843703,0.2746585735963581,1.0,2.0194839173657902e-28
86,FED_FUNDS->FED_FUNDS|hl1440|expected|h30,-0.5029305680793494,0.007540756259068944,-66.69497737372116,3327,93,-0.5186303025544521,-0.4875350486877237,200,***,0.06883077847911032,0.27051397655545534,1.0,2.0194839173657902e-28
87,FED_FUNDS->FED_FUNDS|hl1440|expected|h60,-0.5058313397129167,0.01552970349856167,-32.57186074156315,1672,93,-0.5382633093510859,-0.47185447621242776,200,***,0.09449760765550239,0.2661483253588517,0.978494623655914,8.829183686723235e-25
88,FED_FUNDS->FED_FUNDS|hl1440|expected|h240,-0.5632911392405118,0.0767037137272258,-7.343727074854433,316,91,-0.6857462574850396,-0.40388307598539275,200,***,0.14556962025316456,0.25,0.9230769230769231,7.116545719844092e-18
89,FED_FUNDS->FED_FUNDS|hl1440|expected|h1440,-0.381578947368429,0.1116209736448941,-3.41852373177076,285,72,-0.5215523253155451,-0.13877903615723372,200,***,0.23157894736842105,0.24561403508771928,0.7361111111111112,7.555811484431396e-05
